phylo,species,Plots,Block,NP,NAR,Cvalue,Biomass,presence
Artemisia_scoparia,Artemisia_scoparia,511,5,1,5,1.57,0,0
Artemisia_scoparia,Artemisia_scoparia,512,5,2,4,1.57,0.08,0.33
Artemisia_scoparia,Artemisia_scoparia,513,5,0,2,1.57,0.92,0.67
Artemisia_scoparia,Artemisia_scoparia,514,5,0,0,1.57,7.56,0.67
Artemisia_scoparia,Artemisia_scoparia,515,5,0,0,1.57,2.52,0.67
Artemisia_scoparia,Artemisia_scoparia,516,5,2,3,1.57,0,0
Artemisia_scoparia,Artemisia_scoparia,517,5,0,4,1.57,2.39,0.33
Artemisia_scoparia,Artemisia_scoparia,521,5,1,7,1.57,0.32,0.33
Artemisia_scoparia,Artemisia_scoparia,522,5,2,7,1.57,0,0
Artemisia_scoparia,Artemisia_scoparia,523,5,2,8,1.57,0,0
Artemisia_scoparia,Artemisia_scoparia,524,5,2,2,1.57,0.36,0.33
Artemisia_scoparia,Artemisia_scoparia,525,5,1,4,1.57,0.34,0.33
Artemisia_scoparia,Artemisia_scoparia,526,5,0,3,1.57,0.22,0.33
Artemisia_scoparia,Artemisia_scoparia,527,5,2,6,1.57,0.26,0.33
Artemisia_scoparia,Artemisia_scoparia,531,5,0,2,1.57,0.36,0.67
Artemisia_scoparia,Artemisia_scoparia,532,5,1,6,1.57,0.09,0.33
Artemisia_scoparia,Artemisia_scoparia,533,5,1,5,1.57,0.11,0.33
Artemisia_scoparia,Artemisia_scoparia,534,5,2,7,1.57,0,0
Artemisia_scoparia,Artemisia_scoparia,535,5,2,5,1.57,0.03,0.33
Artemisia_scoparia,Artemisia_scoparia,536,5,2,6,1.57,7.28,0.67
Artemisia_scoparia,Artemisia_scoparia,537,5,0,3,1.57,1.39,0.67
Artemisia_tanacetifolia,Artemisia_tanacetifolia,111,1,1,5,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,112,1,2,3,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,113,1,2,6,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,114,1,0,2,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,115,1,0,0,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,116,1,1,6,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,117,1,1,7,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,121,1,2,4,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,122,1,1,5,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,123,1,2,5,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,124,1,0,2,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,125,1,2,7,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,126,1,2,2,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,127,1,1,4,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,131,1,2,6,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,132,1,0,0,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,133,1,0,3,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,134,1,2,7,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,135,1,2,8,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,136,1,0,4,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,137,1,0,3,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,211,2,1,7,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,212,2,0,2,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,213,2,0,3,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,214,2,2,5,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,215,2,2,8,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,216,2,0,0,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,217,2,1,5,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,221,2,1,4,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,222,2,2,7,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,223,2,1,5,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,224,2,1,6,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,225,2,2,4,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,226,2,0,3,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,227,2,2,7,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,231,2,2,3,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,232,2,2,6,8.02,4.23,0.33
Artemisia_tanacetifolia,Artemisia_tanacetifolia,233,2,0,0,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,234,2,0,4,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,235,2,0,2,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,236,2,2,2,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,237,2,2,6,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,311,3,2,7,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,312,3,1,5,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,313,3,2,5,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,314,3,0,2,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,315,3,1,4,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,316,3,0,0,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,317,3,1,7,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,321,3,2,6,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,322,3,0,0,8.02,16.92,1
Artemisia_tanacetifolia,Artemisia_tanacetifolia,323,3,0,3,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,324,3,2,8,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,325,3,0,2,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,326,3,1,5,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,327,3,2,3,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,331,3,0,4,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,332,3,0,3,8.02,1.52,0.67
Artemisia_tanacetifolia,Artemisia_tanacetifolia,333,3,1,6,8.02,4.06,0.67
Artemisia_tanacetifolia,Artemisia_tanacetifolia,334,3,2,4,8.02,0.27,0.33
Artemisia_tanacetifolia,Artemisia_tanacetifolia,335,3,2,7,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,336,3,2,2,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,337,3,2,6,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,411,4,0,0,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,412,4,0,3,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,413,4,2,6,8.02,1.14,0.33
Artemisia_tanacetifolia,Artemisia_tanacetifolia,414,4,2,6,8.02,80.96,1
Artemisia_tanacetifolia,Artemisia_tanacetifolia,415,4,0,0,8.02,25.35,1
Artemisia_tanacetifolia,Artemisia_tanacetifolia,416,4,2,3,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,417,4,2,5,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,421,4,2,4,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,422,4,2,8,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,423,4,1,6,8.02,13.08,0.33
Artemisia_tanacetifolia,Artemisia_tanacetifolia,424,4,1,5,8.02,44.41,1
Artemisia_tanacetifolia,Artemisia_tanacetifolia,425,4,2,7,8.02,36.42,1
Artemisia_tanacetifolia,Artemisia_tanacetifolia,426,4,0,4,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,427,4,0,3,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,431,4,1,4,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,432,4,2,2,8.02,39.41,0.67
Artemisia_tanacetifolia,Artemisia_tanacetifolia,433,4,2,7,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,434,4,1,5,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,435,4,0,2,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,436,4,0,2,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,437,4,1,7,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,511,5,1,5,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,512,5,2,4,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,513,5,0,2,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,514,5,0,0,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,515,5,0,0,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,516,5,2,3,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,517,5,0,4,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,521,5,1,7,8.02,0.81,1
Artemisia_tanacetifolia,Artemisia_tanacetifolia,522,5,2,7,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,523,5,2,8,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,524,5,2,2,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,525,5,1,4,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,526,5,0,3,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,527,5,2,6,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,531,5,0,2,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,532,5,1,6,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,533,5,1,5,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,534,5,2,7,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,535,5,2,5,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,536,5,2,6,8.02,0,0
Artemisia_tanacetifolia,Artemisia_tanacetifolia,537,5,0,3,8.02,0,0
Aster_altaicus,Aster_altaicus,111,1,1,5,3.48,0,0
Aster_altaicus,Aster_altaicus,112,1,2,3,4.48,0,0
Aster_altaicus,Aster_altaicus,113,1,2,6,5.48,0.86,0.67
Aster_altaicus,Aster_altaicus,114,1,0,2,6.48,0.22,0.33
Aster_altaicus,Aster_altaicus,115,1,0,0,7.48,0.64,0.33
Aster_altaicus,Aster_altaicus,116,1,1,6,8.48,0,0
Aster_altaicus,Aster_altaicus,117,1,1,7,9.48,0,0
Aster_altaicus,Aster_altaicus,121,1,2,4,10.48,5.22,1
Aster_altaicus,Aster_altaicus,122,1,1,5,11.48,12.69,0.67
Aster_altaicus,Aster_altaicus,123,1,2,5,12.48,0.12,0.33
Aster_altaicus,Aster_altaicus,124,1,0,2,13.48,0.32,0.33
Aster_altaicus,Aster_altaicus,125,1,2,7,14.48,0,0
Aster_altaicus,Aster_altaicus,126,1,2,2,15.48,0,0
Aster_altaicus,Aster_altaicus,127,1,1,4,16.48,7.53,0.67
Aster_altaicus,Aster_altaicus,131,1,2,6,17.48,0,0
Aster_altaicus,Aster_altaicus,132,1,0,0,18.48,10.33,1
Aster_altaicus,Aster_altaicus,133,1,0,3,19.48,0,0
Aster_altaicus,Aster_altaicus,134,1,2,7,20.48,0,0
Aster_altaicus,Aster_altaicus,135,1,2,8,21.48,0.8,0.33
Aster_altaicus,Aster_altaicus,136,1,0,4,22.48,30.23,1
Aster_altaicus,Aster_altaicus,137,1,0,3,23.48,0,0.33
Aster_altaicus,Aster_altaicus,211,2,1,7,24.48,0.85,0.67
Aster_altaicus,Aster_altaicus,212,2,0,2,25.48,6.42,1
Aster_altaicus,Aster_altaicus,213,2,0,3,26.48,0,0
Aster_altaicus,Aster_altaicus,214,2,2,5,27.48,0,0
Aster_altaicus,Aster_altaicus,215,2,2,8,28.48,2.57,0.33
Aster_altaicus,Aster_altaicus,216,2,0,0,29.48,7,0.67
Aster_altaicus,Aster_altaicus,217,2,1,5,30.48,0,0
Aster_altaicus,Aster_altaicus,221,2,1,4,31.48,23.7,1
Aster_altaicus,Aster_altaicus,222,2,2,7,32.48,0.41,0.33
Aster_altaicus,Aster_altaicus,223,2,1,5,33.48,0,0.33
Aster_altaicus,Aster_altaicus,224,2,1,6,34.48,0,0
Aster_altaicus,Aster_altaicus,225,2,2,4,35.48,0,0
Aster_altaicus,Aster_altaicus,226,2,0,3,36.48,0,0
Aster_altaicus,Aster_altaicus,227,2,2,7,37.48,0,0
Aster_altaicus,Aster_altaicus,231,2,2,3,38.48,17.83,0.33
Aster_altaicus,Aster_altaicus,232,2,2,6,39.48,0,0
Aster_altaicus,Aster_altaicus,233,2,0,0,40.48,0,0.33
Aster_altaicus,Aster_altaicus,234,2,0,4,41.48,0.33,0.33
Aster_altaicus,Aster_altaicus,235,2,0,2,42.48,0,0
Aster_altaicus,Aster_altaicus,236,2,2,2,43.48,0,0
Aster_altaicus,Aster_altaicus,237,2,2,6,44.48,0.1,0.33
Aster_altaicus,Aster_altaicus,311,3,2,7,45.48,5.85,1
Aster_altaicus,Aster_altaicus,312,3,1,5,46.48,1.5,0.33
Aster_altaicus,Aster_altaicus,313,3,2,5,47.48,0,0
Aster_altaicus,Aster_altaicus,314,3,0,2,48.48,0,0.33
Aster_altaicus,Aster_altaicus,315,3,1,4,49.48,9.25,1
Aster_altaicus,Aster_altaicus,316,3,0,0,50.48,5.3,1
Aster_altaicus,Aster_altaicus,317,3,1,7,51.48,6.48,0.33
Aster_altaicus,Aster_altaicus,321,3,2,6,52.48,0,0
Aster_altaicus,Aster_altaicus,322,3,0,0,53.48,8.66,1
Aster_altaicus,Aster_altaicus,323,3,0,3,54.48,2.17,0.67
Aster_altaicus,Aster_altaicus,324,3,2,8,55.48,11.04,0.67
Aster_altaicus,Aster_altaicus,325,3,0,2,56.48,1.16,1
Aster_altaicus,Aster_altaicus,326,3,1,5,57.48,33.77,1
Aster_altaicus,Aster_altaicus,327,3,2,3,58.48,0,0.33
Aster_altaicus,Aster_altaicus,331,3,0,4,59.48,8.52,1
Aster_altaicus,Aster_altaicus,332,3,0,3,60.48,7.61,1
Aster_altaicus,Aster_altaicus,333,3,1,6,61.48,0,0
Aster_altaicus,Aster_altaicus,334,3,2,4,62.48,0,0
Aster_altaicus,Aster_altaicus,335,3,2,7,63.48,2.98,0.67
Aster_altaicus,Aster_altaicus,336,3,2,2,64.48,8.67,0.33
Aster_altaicus,Aster_altaicus,337,3,2,6,65.48,0,0
Aster_altaicus,Aster_altaicus,411,4,0,0,66.48,6.46,1
Aster_altaicus,Aster_altaicus,412,4,0,3,67.48,2.07,0.67
Aster_altaicus,Aster_altaicus,413,4,2,6,68.48,0.57,0.33
Aster_altaicus,Aster_altaicus,414,4,2,6,69.48,0,0
Aster_altaicus,Aster_altaicus,415,4,0,0,70.48,0,0
Aster_altaicus,Aster_altaicus,416,4,2,3,71.48,0,0
Aster_altaicus,Aster_altaicus,417,4,2,5,72.48,41.48,1
Aster_altaicus,Aster_altaicus,421,4,2,4,73.48,19.54,0.33
Aster_altaicus,Aster_altaicus,422,4,2,8,74.48,15.19,0.67
Aster_altaicus,Aster_altaicus,423,4,1,6,75.48,0,0
Aster_altaicus,Aster_altaicus,424,4,1,5,76.48,3.49,0.67
Aster_altaicus,Aster_altaicus,425,4,2,7,77.48,0,0
Aster_altaicus,Aster_altaicus,426,4,0,4,78.48,0,0
Aster_altaicus,Aster_altaicus,427,4,0,3,79.48,0.07,0.33
Aster_altaicus,Aster_altaicus,431,4,1,4,80.48,22.93,1
Aster_altaicus,Aster_altaicus,432,4,2,2,81.48,0.25,0.33
Aster_altaicus,Aster_altaicus,433,4,2,7,82.48,35.21,1
Aster_altaicus,Aster_altaicus,434,4,1,5,83.48,0,0
Aster_altaicus,Aster_altaicus,435,4,0,2,84.48,0,0
Aster_altaicus,Aster_altaicus,436,4,0,2,85.48,0,0
Aster_altaicus,Aster_altaicus,437,4,1,7,86.48,0,0
Aster_altaicus,Aster_altaicus,511,5,1,5,87.48,0,0
Aster_altaicus,Aster_altaicus,512,5,2,4,88.48,0,0
Aster_altaicus,Aster_altaicus,513,5,0,2,89.48,0,0
Aster_altaicus,Aster_altaicus,514,5,0,0,90.48,0,0
Aster_altaicus,Aster_altaicus,515,5,0,0,91.48,0,0
Aster_altaicus,Aster_altaicus,516,5,2,3,92.48,0,0
Aster_altaicus,Aster_altaicus,517,5,0,4,93.48,0,0
Aster_altaicus,Aster_altaicus,521,5,1,7,94.48,18.53,1
Aster_altaicus,Aster_altaicus,522,5,2,7,95.48,2.9,1
Aster_altaicus,Aster_altaicus,523,5,2,8,96.48,0,0
Aster_altaicus,Aster_altaicus,524,5,2,2,97.48,0.14,0.33
Aster_altaicus,Aster_altaicus,525,5,1,4,98.48,0,0
Aster_altaicus,Aster_altaicus,526,5,0,3,99.48,0,0
Aster_altaicus,Aster_altaicus,527,5,2,6,100.48,0,0
Aster_altaicus,Aster_altaicus,531,5,0,2,101.48,0,0
Aster_altaicus,Aster_altaicus,532,5,1,6,102.48,3.81,0.67
Aster_altaicus,Aster_altaicus,533,5,1,5,103.48,0.07,0.33
Aster_altaicus,Aster_altaicus,534,5,2,7,104.48,0,0
Aster_altaicus,Aster_altaicus,535,5,2,5,105.48,0,0
Aster_altaicus,Aster_altaicus,536,5,2,6,106.48,0,0
Aster_altaicus,Aster_altaicus,537,5,0,3,107.48,0,0
Aster_tataricus,Aster_tataricus,111,1,1,5,7.65,0,0
Aster_tataricus,Aster_tataricus,112,1,2,3,7.65,0,0
Aster_tataricus,Aster_tataricus,113,1,2,6,7.65,0,0
Aster_tataricus,Aster_tataricus,114,1,0,2,7.65,0,0
Aster_tataricus,Aster_tataricus,115,1,0,0,7.65,0,0
Aster_tataricus,Aster_tataricus,116,1,1,6,7.65,0,0
Aster_tataricus,Aster_tataricus,117,1,1,7,7.65,0,0
Aster_tataricus,Aster_tataricus,121,1,2,4,7.65,0,0
Aster_tataricus,Aster_tataricus,122,1,1,5,7.65,0,0
Aster_tataricus,Aster_tataricus,123,1,2,5,7.65,0,0
Aster_tataricus,Aster_tataricus,124,1,0,2,7.65,0,0
Aster_tataricus,Aster_tataricus,125,1,2,7,7.65,0,0
Aster_tataricus,Aster_tataricus,126,1,2,2,7.65,0,0
Aster_tataricus,Aster_tataricus,127,1,1,4,7.65,0,0
Aster_tataricus,Aster_tataricus,131,1,2,6,7.65,0,0
Aster_tataricus,Aster_tataricus,132,1,0,0,7.65,0,0
Aster_tataricus,Aster_tataricus,133,1,0,3,7.65,0,0
Aster_tataricus,Aster_tataricus,134,1,2,7,7.65,0,0
Aster_tataricus,Aster_tataricus,135,1,2,8,7.65,0,0
Aster_tataricus,Aster_tataricus,136,1,0,4,7.65,0,0
Aster_tataricus,Aster_tataricus,137,1,0,3,7.65,0,0.33
Aster_tataricus,Aster_tataricus,211,2,1,7,7.65,0,0
Aster_tataricus,Aster_tataricus,212,2,0,2,7.65,0,0
Aster_tataricus,Aster_tataricus,213,2,0,3,7.65,0,0
Aster_tataricus,Aster_tataricus,214,2,2,5,7.65,0,0
Aster_tataricus,Aster_tataricus,215,2,2,8,7.65,0,0
Aster_tataricus,Aster_tataricus,216,2,0,0,7.65,0,0
Aster_tataricus,Aster_tataricus,217,2,1,5,7.65,0,0
Aster_tataricus,Aster_tataricus,221,2,1,4,7.65,0,0
Aster_tataricus,Aster_tataricus,222,2,2,7,7.65,0,0
Aster_tataricus,Aster_tataricus,223,2,1,5,7.65,0,0
Aster_tataricus,Aster_tataricus,224,2,1,6,7.65,0,0
Aster_tataricus,Aster_tataricus,225,2,2,4,7.65,0,0
Aster_tataricus,Aster_tataricus,226,2,0,3,7.65,0,0
Aster_tataricus,Aster_tataricus,227,2,2,7,7.65,0,0
Aster_tataricus,Aster_tataricus,231,2,2,3,7.65,0,0
Aster_tataricus,Aster_tataricus,232,2,2,6,7.65,0,0
Aster_tataricus,Aster_tataricus,233,2,0,0,7.65,0,0
Aster_tataricus,Aster_tataricus,234,2,0,4,7.65,0,0
Aster_tataricus,Aster_tataricus,235,2,0,2,7.65,0,0
Aster_tataricus,Aster_tataricus,236,2,2,2,7.65,0,0
Aster_tataricus,Aster_tataricus,237,2,2,6,7.65,0,0
Aster_tataricus,Aster_tataricus,311,3,2,7,7.65,0,0
Aster_tataricus,Aster_tataricus,312,3,1,5,7.65,0,0
Aster_tataricus,Aster_tataricus,313,3,2,5,7.65,0,0
Aster_tataricus,Aster_tataricus,314,3,0,2,7.65,0,0
Aster_tataricus,Aster_tataricus,315,3,1,4,7.65,0,0
Aster_tataricus,Aster_tataricus,316,3,0,0,7.65,0,0
Aster_tataricus,Aster_tataricus,317,3,1,7,7.65,0,0
Aster_tataricus,Aster_tataricus,321,3,2,6,7.65,0,0
Aster_tataricus,Aster_tataricus,322,3,0,0,7.65,0,0
Aster_tataricus,Aster_tataricus,323,3,0,3,7.65,0,0
Aster_tataricus,Aster_tataricus,324,3,2,8,7.65,0,0
Aster_tataricus,Aster_tataricus,325,3,0,2,7.65,0,0
Aster_tataricus,Aster_tataricus,326,3,1,5,7.65,0,0
Aster_tataricus,Aster_tataricus,327,3,2,3,7.65,0,0
Aster_tataricus,Aster_tataricus,331,3,0,4,7.65,0,0
Aster_tataricus,Aster_tataricus,332,3,0,3,7.65,0,0
Aster_tataricus,Aster_tataricus,333,3,1,6,7.65,0,0
Aster_tataricus,Aster_tataricus,334,3,2,4,7.65,0,0
Aster_tataricus,Aster_tataricus,335,3,2,7,7.65,0,0
Aster_tataricus,Aster_tataricus,336,3,2,2,7.65,0,0
Aster_tataricus,Aster_tataricus,337,3,2,6,7.65,0,0
Aster_tataricus,Aster_tataricus,411,4,0,0,7.65,0,0
Aster_tataricus,Aster_tataricus,412,4,0,3,7.65,0,0
Aster_tataricus,Aster_tataricus,413,4,2,6,7.65,0,0
Aster_tataricus,Aster_tataricus,414,4,2,6,7.65,0,0
Aster_tataricus,Aster_tataricus,415,4,0,0,7.65,0.02,0.33
Aster_tataricus,Aster_tataricus,416,4,2,3,7.65,0,0
Aster_tataricus,Aster_tataricus,417,4,2,5,7.65,0,0
Aster_tataricus,Aster_tataricus,421,4,2,4,7.65,0,0
Aster_tataricus,Aster_tataricus,422,4,2,8,7.65,0,0
Aster_tataricus,Aster_tataricus,423,4,1,6,7.65,0,0
Aster_tataricus,Aster_tataricus,424,4,1,5,7.65,0,0
Aster_tataricus,Aster_tataricus,425,4,2,7,7.65,0,0
Aster_tataricus,Aster_tataricus,426,4,0,4,7.65,0,0
Aster_tataricus,Aster_tataricus,427,4,0,3,7.65,0,0.33
Aster_tataricus,Aster_tataricus,431,4,1,4,7.65,0,0
Aster_tataricus,Aster_tataricus,432,4,2,2,7.65,0,0
Aster_tataricus,Aster_tataricus,433,4,2,7,7.65,0,0
Aster_tataricus,Aster_tataricus,434,4,1,5,7.65,0,0
Aster_tataricus,Aster_tataricus,435,4,0,2,7.65,0.03,0.33
Aster_tataricus,Aster_tataricus,436,4,0,2,7.65,0,0
Aster_tataricus,Aster_tataricus,437,4,1,7,7.65,0.02,0.33
Aster_tataricus,Aster_tataricus,511,5,1,5,7.65,0,0
Aster_tataricus,Aster_tataricus,512,5,2,4,7.65,0,0
Aster_tataricus,Aster_tataricus,513,5,0,2,7.65,0,0
Aster_tataricus,Aster_tataricus,514,5,0,0,7.65,0,0
Aster_tataricus,Aster_tataricus,515,5,0,0,7.65,0,0
Aster_tataricus,Aster_tataricus,516,5,2,3,7.65,0,0
Aster_tataricus,Aster_tataricus,517,5,0,4,7.65,0,0
Aster_tataricus,Aster_tataricus,521,5,1,7,7.65,0,0
Aster_tataricus,Aster_tataricus,522,5,2,7,7.65,0,0
Aster_tataricus,Aster_tataricus,523,5,2,8,7.65,0,0
Aster_tataricus,Aster_tataricus,524,5,2,2,7.65,0,0
Aster_tataricus,Aster_tataricus,525,5,1,4,7.65,0,0
Aster_tataricus,Aster_tataricus,526,5,0,3,7.65,0,0
Aster_tataricus,Aster_tataricus,527,5,2,6,7.65,0,0
Aster_tataricus,Aster_tataricus,531,5,0,2,7.65,0,0
Aster_tataricus,Aster_tataricus,532,5,1,6,7.65,0,0
Aster_tataricus,Aster_tataricus,533,5,1,5,7.65,0,0
Aster_tataricus,Aster_tataricus,534,5,2,7,7.65,0,0
Aster_tataricus,Aster_tataricus,535,5,2,5,7.65,0,0
Aster_tataricus,Aster_tataricus,536,5,2,6,7.65,0,0
Aster_tataricus,Aster_tataricus,537,5,0,3,7.65,0,0
Astragalus_laxmannii,Astragalus_laxmannii,111,1,1,5,2.34,0,0
Astragalus_laxmannii,Astragalus_laxmannii,112,1,2,3,2.34,0,0
Astragalus_laxmannii,Astragalus_laxmannii,113,1,2,6,2.34,0,0
Astragalus_laxmannii,Astragalus_laxmannii,114,1,0,2,2.34,0,0
Astragalus_laxmannii,Astragalus_laxmannii,115,1,0,0,2.34,0,0
Astragalus_laxmannii,Astragalus_laxmannii,116,1,1,6,2.34,0,0
Astragalus_laxmannii,Astragalus_laxmannii,117,1,1,7,2.34,0,0
Astragalus_laxmannii,Astragalus_laxmannii,121,1,2,4,2.34,0,0
Astragalus_laxmannii,Astragalus_laxmannii,122,1,1,5,2.34,0,0
Astragalus_laxmannii,Astragalus_laxmannii,123,1,2,5,2.34,0.52,0.33
Astragalus_laxmannii,Astragalus_laxmannii,124,1,0,2,2.34,0.43,0.33
Astragalus_laxmannii,Astragalus_laxmannii,125,1,2,7,2.34,0,0
Astragalus_laxmannii,Astragalus_laxmannii,126,1,2,2,2.34,0,0
Astragalus_laxmannii,Astragalus_laxmannii,127,1,1,4,2.34,0.07,0.33
Astragalus_laxmannii,Astragalus_laxmannii,131,1,2,6,2.34,0,0
Astragalus_laxmannii,Astragalus_laxmannii,132,1,0,0,2.34,0.04,0.33
Astragalus_laxmannii,Astragalus_laxmannii,133,1,0,3,2.34,0,0
Astragalus_laxmannii,Astragalus_laxmannii,134,1,2,7,2.34,0,0
Astragalus_laxmannii,Astragalus_laxmannii,135,1,2,8,2.34,0,0
Astragalus_laxmannii,Astragalus_laxmannii,136,1,0,4,2.34,0,0
Astragalus_laxmannii,Astragalus_laxmannii,137,1,0,3,2.34,0,0
Astragalus_laxmannii,Astragalus_laxmannii,211,2,1,7,2.34,0,0
Astragalus_laxmannii,Astragalus_laxmannii,212,2,0,2,2.34,0.05,0.33
Astragalus_laxmannii,Astragalus_laxmannii,213,2,0,3,2.34,0,0
Astragalus_laxmannii,Astragalus_laxmannii,214,2,2,5,2.34,0,0
Astragalus_laxmannii,Astragalus_laxmannii,215,2,2,8,2.34,0,0
Astragalus_laxmannii,Astragalus_laxmannii,216,2,0,0,2.34,0.12,0.33
